1955,How to Eat Fried Worms,Villatoro,Armani,Mystery,4.32,
1679,Red Queen (Red Queen #1),Sokolenko,Ebb,Western,6.98,
1880,The Shallows: What the Internet is Doing to Our Brains,Oprandi,Ace,Crime,7.31,
1676,Midnight Tides (The Malazan Book of the Fallen #5),Czigany,Mandi,Dystopian,2.80,
1951,Room,Klotz,Jeanna,Adventure,9.14,
1884,The Snow Leopard,Williams,Niles,Satire,4.15,
1859,The Foundation Trilogy (Foundation #1-3),Spaar,Anjanette,Mystery,4.24,
1772,Everything Everything,Matera,Missie,Western,6.66,
1747,Haunted (Women of the Otherworld #5),Karaer,Sabra,Romance,1.01,
1728,Goldfinger (James Bond #7),Torrens Valero,Marcia,Non-Fiction,7.14,
1994,The Symposium,Waggott,Brigitte,History,8.78,
1712,Hamilton: The Revolution,Wolmarans,Teddie,Science-Fiction,1.15,
1840,The Midwife's Revolt (The Midwife Series #1),Abou Farah Trigueros,Jakobe,Action,4.23,
1666,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,Dambrosio,Cyntha,Action,6.29,
1748,Another Fine Myth (Myth Adventures #1),Etienne,Brea,Crime,2.77,
1684,Beauty Queens,Dawaf,Azul,Mystery,8.59,
1751,Dead or Alive (Jack Ryan Universe #13),Justiniano,Roe,Adventure,4.22,
1859,Self Matters: Creating Your Life from the Inside Out,Hutellier,Hildegard,Western,4.25,
2006,Robinson Crusoe,Gamboa,Rose,Adventure,4.87,
1836,The Fairy-Tale Detectives (The Sisters Grimm #1),Alexsandrova,Anton,Dystopian,3.87,
1861,The Other Wes Moore: One Name Two Fates,Green,Gurney,Science-Fiction,2.45,
1961,The Curse of Chalion (World of the Five Gods #1),Ratanakrong,Shirley,Suspense,5.78,
1889,Boy Snow Bird,Marsh,Nicolas,Fiction,8.31,
1691,The Dead-Tossed Waves (The Forest of Hands and Teeth #2),Golfin,Lillie,Satire,4.22,
1846,The Last Guardian (Artemis Fowl #8),Shuto,Violetta,Action,3.86,
1693,The Robber Bride,Kulikovskaya,Eusebio,Adventure,7.65,
1832,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,Eraydin,Felipe,Crime,8.36,
1958,The Missing Piece Meets the Big O ,Kremer,Ida,Romance,6.92,
1781,Armageddon: The Cosmic Battle of the Ages (Left Behind #11),Nalborska,Gerold,Non-Fiction,4.36,
1950,The Empathy Exams: Essays,Radisic,Lilyan,Western,1.33,
1982,Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years #1),Wilson,Hasan,Mystery,2.87,
1874,Skin Tight (Mick Stranahan #1),Bendlova,Heriberto,Science-Fiction,5.82,
1817,Barnyard Dance,Nylund,Clyda,Comedy,1.78,
1986,Smooth Talking Stranger (Travises #3),Alexeeva,Daulton,Action,8.19,
1748,The Rainmaker,Unno,Matthias,Fiction,7.78,
1926,Princess Academy (Princess Academy #1),Clijsters,Elder,Horror,1.72,
1927,A Lot like Love (FBI/US Attorney #2),Laurioux,Jalissa,Comedy,9.80,
1962,Battlefield Earth: A Saga of the Year 3000,Zvereva,Alfred,Fiction,1.69,
1676,Circus of the Damned (Anita Blake Vampire Hunter #3),Manuel,Karri,Suspense,7.74,
1847,Reaper's Property (Reapers MC #1),Bastianon,Isidor,Romance,6.65,
1765,The Checklist Manifesto: How to Get Things Right,Reeves,Cherie,Fantasy,5.22,
1903,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland #1),Fernandez,Merlin,Romance,7.44,
1869,Cathedral,Wen,Hartwell,Romance,2.00,
1937,Death: The High Cost of Living Collected,Feger,Kieran,Suspense,5.87,
1882,Animal Farm,Fiquet,Kasen,Action,2.44,
1841,Fire Study (Study #3),Doshi,Maggie,Action,9.59,
1746,A Secret Kept,Shimoni,Rafaela,Action,1.03,
1837,Reasonable Doubt: Volume 3 (Reasonable Doubt #3),Lim,Pamela,Suspense,8.45,
1795,Wintersmith (Discworld #35; Tiffany Aching #3),Bortolon,Goebel,Western,2.45,
1942,The Fourth Estate,Orlova,Latarsha,Crime,4.90,
1988,How Will You Measure Your Life?,De Vries,Nathanial,History,9.39,
1734,Golden Son (Red Rising #2),Djordjio,Tyquan,Action,4.59,
1664,Silence (Hush Hush #3),Guldas,Davey,Adventure,1.81,
1749,The Boxcar Children (The Boxcar Children #1),Nieto,Donaciano,Drama,7.96,
1899,The Rime of the Ancient Mariner,Plchova,Beyonce,Satire,4.59,
1685,Snuff,Recio Linares,Lulie,Comedy,7.85,
1835,How to Fall in Love,Steinbauer,Shakira,Fiction,7.28,
1715,Boy Meets Boy,Swart,Bobbye,Comedy,4.00,
2000,Alif the Unseen,Rangelova,Irl,Crime,9.86,
1727,Say Goodbye (Quincy & Rainie #6),Leon Garcia,Arland,Comedy,3.94,
1935,Reflected in You (Crossfire #2),Eden,Ballard,Action,3.84,
1961,Vampires in the Lemon Grove,Ehn,Corrina,Satire,6.60,
1768,A Year in Provence,Artemova,Regan,Non-Fiction,3.97,
1965,Games People Play,Jacob,Kelton,Crime,2.78,
2006,American Wife,Padilla,Isis,Drama,8.72,
1847,Danny and the Dinosaur (An I Can Read Book),Lemuz,Jevon,Horror,8.65,
1701,Snow Country,Vitanzo Maravi,Bettylou,Drama,8.51,
1686,The Nanny Diaries (Nanny #1),Silva,Berkley,Suspense,7.29,
1940,Lexicon,Chen,Kyla,Crime,7.58,
2001,Survivor In Death (In Death #20),Bjornstrom,Earlie,Action,4.54,
1934,Demon Thief (The Demonata #2),Garrison,Rosaria,Comedy,10.00,
1910,American Tabloid (Underworld USA #1),Han,Tella,Dystopian,8.25,
1787,How the Grinch Stole Christmas!,Gabrielsen,Maegan,Horror,4.63,
1650,The Halfling's Gem (Forgotten Realms: Icewind Dale #3; Legend of Drizzt #6),Scaramanga,Abel,Thriller,9.52,
1737,Wicked: The Grimmerie,Montalvo,Eloisa,Thriller,2.92,
1961,Beauty and the Beast (Disney),Guo,Elenor,Crime,9.98,
1859,Astonish Me,Umeda,Steward,Drama,9.47,
1960,Tell Me Your Dreams,Yarikova,Alfonse,Dystopian,3.00,
1755,The Promise,Thimjapo,Ashlynn,Romance,7.51,
1952,The Prophet of Yonwood (Book of Ember #3),Phan Thanh,Delaney,Non-Fiction,2.88,
1785,Hamlet,Popescu,Olof,Drama,7.23,
2001,City on Fire,Burz,Brande,Western,5.19,
2010,Ship of Magic (Liveship Traders #1),Parsons,Rodrick,Drama,3.45,
1958,Gift from the Sea,Talcott,Neva,Action,8.04,
1662,Obsidian (Lux #1),Bashota,Howard,History,7.48,
1733,Batman & Robin: Batman Reborn,Macharova,Loda,Fantasy,3.43,
1652,Absolute Fear (New Orleans #4),Arruabarrena Vecino,Elaine,Fiction,8.97,
1897,The Keeping (Law of the Lycans #3),Teplynska,Tressa,Comedy,2.54,
1824,The Murder on the Links (Hercule Poirot #2),Hasan,Isabella,Science-Fiction,5.08,
1665,Children of God (The Sparrow #2),Lee,Clemon,Thriller,3.98,
1918,The Redemption of Callie & Kayden (The Coincidence #2),Kishchun,Alvaro,Adventure,3.72,
1694,The Great Book of Amber (The Chronicles of Amber #1-10),South,Olar,Action,4.86,
1739,The Maltese Falcon,Baily,Hoover,History,2.72,
1769,By the Light of the Moon,Rush,Jamal,Fiction,5.05,
1841,The Tycoon's Revenge (Baby for the Billionaire #1),Holland,Giancarlo,History,5.63,
1923,The Social Animal: The Hidden Sources of Love Character and Achievement,Suk,Olin,Western,3.01,
1826,Why Be Happy When You Could Be Normal?,Akramova,Gladyce,Comedy,7.69,
1891,The Strange and Beautiful Sorrows of Ava Lavender,Zaniewska,Emilio,Romance,5.98,
1746,Jessica's Guide to Dating on the Dark Side (Jessica #1),Moggia,Dane,Science-Fiction,8.11,
1758,The Curious Incident of the Dog in the Night-Time,Duebbers,Portia,Romance,9.29,
1739,Saving CeeCee Honeycutt,Wacker,Trinity,Drama,3.92,
1862,The Midwife's Confession,Fabian,Clarine,History,8.60,
1918,The Ragamuffin Gospel: Good News for the Bedraggled Beat-Up and Burnt Out,Panakova,Hezekiah,Romance,6.94,
1774,Burning For Revenge (Tomorrow #5),Rehberg,Richelle,Comedy,6.87,
1824,Five Quarters of the Orange,Kroschina,Estefany,Horror,3.65,
1829,Mrs. Frisby and the Rats of NIMH (Rats of NIMH #1),Zavarise,Norwood,Horror,1.79,
1654,A Charlie Brown Christmas,Scott,Mohammed,Crime,9.58,
1850,By the Shores of Silver Lake  (Little House #5),Mak,Primus,Crime,8.02,
1657,Brown Bear Brown Bear What Do You See?,Nur Haliza,Hessie,History,9.95,
1917,Royal Assassin (Farseer Trilogy #2),Mirosavljevic,Eulah,Satire,1.09,
1781,Son of a Witch (The Wicked Years #2),Berengeno,Maxie,Western,3.86,
1749,The Butlerian Jihad (Legends of Dune #1),Seles,Tera,Western,8.84,
1733,Ramona and Her Mother (Ramona #5),Remedio,Tayshaun,Satire,5.66,
1894,Wicked (A Wicked Saga #1),Maharwal,Mireya,Dystopian,1.96,
1667,Click Clack Moo: Cows That Type,Mecho Ruiz,Kenan,Satire,6.38,
1909,Vampire Academy (Vampire Academy #1),Dik,Gerda,Horror,4.78,
1658,The King in Yellow and Other Horror Stories,Logar,Lyda,Science-Fiction,9.14,
1827,Memory in Death (In Death #22),Takayama,Ambers,Crime,1.59,
1940,A Stolen Life,Krejcikova,Harper,Science-Fiction,4.39,
1650,Kiss of Frost (Mythos Academy #2),Yeargin,Jarred,Thriller,6.32,
1661,UnWholly (Unwind #2),Le Besnerais,Ryann,Fantasy,7.58,
1688,Bittersweet,Renaud,Alyssia,Drama,2.83,
1832,To Green Angel Tower Part 2 (Memory Sorrow and Thorn #3; Part 2),Wakefield,Cassius,Science-Fiction,5.89,
1995,The World According to Garp,Bentzer,Elijah,Drama,8.45,
1649,The Fire (Witch & Wizard #3),Ferrando,January,Fiction,7.13,
1726,Kiss of Death (The Morganville Vampires #8),Fuchs,Del,History,8.07,
2005,Physik (Septimus Heap #3),Gamarra,Jarrett,Romance,4.90,
1782,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Bogomolova,Jacalyn,History,8.65,
1703,Drop Shot (Myron Bolitar #2),Tuhtamatova,Jasmine,Romance,1.41,
1756,The Demon King (Seven Realms #1),Nociarova,Josefa,Action,4.58,
1814,True Grit,Lee,Retha,Action,4.28,
1848,Back on Blossom Street (Blossom Street #4),Krtenova,Elijah,Crime,5.32,
1935,The Terminal Man,Poikajarvi,Oneida,Adventure,2.34,
1885,The Fallen Angel (Gabriel Allon #12),Geiss,Reginald,Western,5.50,
1704,Chronicle of a Death Foretold,Warsono,Victoriano,Suspense,6.62,
1973,Made to Stick: Why Some Ideas Survive and Others Die,Spence Nasim,Stonewall,Dystopian,7.11,
1766,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Balzani,Roxane,Non-Fiction,6.76,
1753,Fallen (Will Trent #5),Pedroso,Jacqulyn,Drama,8.53,
1682,Last Man Standing,Allen,Gabrielle,Non-Fiction,1.72,
1961,The Castaways,Krampe,Messiah,Drama,9.91,
1907,Horrorstör,Larcher De Brito,Eathel,Dystopian,1.73,
1797,A Week to Be Wicked (Spindle Cove #2),Sandoval,Ferman,Western,9.35,
1977,Take a Chance (Rosemary Beach #7; Chance #1),Vogasari,Inell,Drama,6.71,
1755,Notes from Underground,Larocque,Jaxson,Adventure,3.24,
1756,Little House on the Prairie (Little House #2),Fernando,Lisha,Suspense,7.75,
1699,Blue-Eyed Devil (Travises #2),Choi,Ezra,History,2.32,
1688,Amadeus,Saunders,Arie,Adventure,1.79,
1859,The Bourbon Kings (The Bourbon Kings #1),Bajaj,Marti,Dystopian,6.41,
1913,I Am the Cheese,Dominguez,Giuseppe,Adventure,3.41,
2018,The Other Typist,Beckman,Mellisa,Western,4.02,
1747,Z for Zachariah,Grebinuk,Nichelle,Non-Fiction,3.96,
1740,The Monster at the End of this Book,Dechy,Fred,Fiction,8.30,
1711,The Assassin's Blade (Throne of Glass #0.1-0.5),Heisen,Yesenia,Thriller,9.22,
1684,The Legend of Huma (Dragonlance: Heroes #1),Zinko,Gloria,Romance,6.09,
1995,Henry's Freedom Box: A True Story from the Underground Railroad,Wilt,Reese,Thriller,2.88,
1821,Apollyon (Covenant #4),Teufl,Aja,Dystopian,8.16,
1718,Grave Witch (Alex Craft #1),Mihajlovic,Franc,Thriller,6.62,
1998,The Boys from Brazil,Peter,Amya,Action,2.69,
1818,The Sacred Romance Drawing Closer To The Heart Of God,Reyes Molina,Dorthea,Non-Fiction,1.99,
1927,Night Shift,Scartoni,Lucretia,Fantasy,4.73,
1652,The Overlook (Harry Bosch #13; Harry Bosch Universe #15),Lawson,Skip,Adventure,9.29,
1874,The High Lord (Black Magician Trilogy #3),Domina,Carmine,Adventure,8.04,
1932,Carter Reed (Carter Reed #1),Russegger,Rayford,Western,8.92,
1664,James Potter and the Hall of Elders' Crossing (James Potter #1),Mahler,Joey,Crime,3.63,
1778,Tunnels (Tunnels #1),Fogarty,Korbin,Suspense,9.92,
1995,Forever Mine (The Moreno Brothers #1),Lardinois,Lottie,Science-Fiction,8.21,
1895,Absent In The Spring,Arroyo Vergara,America,Comedy,9.18,
1686,The Residence: Inside the Private World of the White House,Scott,Pandora,Crime,6.87,
1699,The Paper Magician (The Paper Magician Trilogy #1),Strother,Lorenzo,Drama,5.29,
1710,Darkness,Kumar,Georgiana,Suspense,8.20,
1980,15th Affair (Women's Murder Club #15),Moe,Ebba,Thriller,8.69,
1670,Inés of My Soul,Andersson,Cristine,Satire,8.54,
1904,Leadership and Self-Deception: Getting Out of the Box,Zaher,Gunner,Fiction,9.02,
1672,Don Quixote,Mchale,Aida,Horror,3.25,
1703,The Salmon of Doubt (Dirk Gently #3),Oka,Katharine,Satire,4.69,
2010,Waiting to Be Heard: A Memoir,Tell,Katlynn,Fantasy,1.38,
1940,Go Ask Alice,Bastian,Dino,Horror,1.40,
1653,Dies the Fire (Emberverse #1),Yondem,Hart,Science-Fiction,4.29,
1973,Just So Stories,Moyle,Thad,Fiction,2.19,
1905,The Education of Little Tree,Kucharova,Keenen,Adventure,6.01,
1733,Yes Please,Mansour,Harrison,Comedy,3.62,
2020,The Midnight Palace (Niebla #2),Tibbits,Ennis,Fiction,8.05,
1995,Caliban's War (The Expanse #2),Dedic,Festus,Drama,8.67,
1721,Windmills of the Gods,Chatenet,Jonna,Thriller,4.08,
1985,Time and Again (Time #1),Vinci,Kaleb,Romance,5.17,
1773,Bad Monkey,Geuer,Benito,Suspense,8.09,
2011,The Poetry of Robert Frost (Collected Poems Complete & Unabridged),Baksheeva,Alden,Comedy,5.87,
2006,A Dog's Purpose (A Dog's Purpose #1),Humberg,Anjelica,Western,5.29,
1703,Cold Fire / Hideaway / The Key to Midnight,Castellvi,Tami,Mystery,6.02,
1725,The Invisible Bridge,Arcangeli,Reilly,Comedy,6.29,
1764,Mystery Man (Dream Man #1),Teix,Barbie,Fantasy,7.21,
1763,Ender's Game Volume 1: Battle School (Ender's Saga),Katz,Mimi,Fantasy,7.68,
1885,Telegraph Avenue,Stollar,Dona,Science-Fiction,8.47,
1711,The Lord of the Rings: Weapons and Warfare,Gambale,Stephani,Western,8.73,
1962,No David!,Kim,Coleen,Dystopian,3.85,
1696,Wings of Fire: An Autobiography,Walson,Charlotte,Action,2.24,
1662,Spark (Elemental #2),Raizman,Mallie,Western,3.95,
1871,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Casillo,Jazmin,History,3.91,
1833,Perdido Street Station (Bas-Lag #1),Oda,Frieda,Non-Fiction,9.59,
1683,Beautiful Darkness (Caster Chronicles #2),Shtyagina,Jalisa,Mystery,9.14,
1849,The Incredible Hulk: Planet Hulk,Ramalalaharivololona,Jaleel,Suspense,7.25,
1767,Belgarath the Sorcerer,Solomon,Dimitri,Thriller,4.04,
1878,Memoirs of a Teenage Amnesiac,Castro,Audley,Horror,3.38,
1944,Rush (Breathless #1),Henin,Buster,Action,2.52,
1867,The Lifeboat,Rotim,Natalia,Action,8.25,
1889,The Complete Persepolis,Williford,Millard,Western,8.12,
1883,Ashes (Ashes Trilogy #1),Giorgi,Shoji,Satire,2.75,
1774,Blood on Snow (Blood on Snow #1),Glasper,Brigid,Fantasy,2.81,
1903,BookRags Summary:  A Storm of Swords,Gonzalez,Shavonne,Fiction,4.32,
1926,Inkspell (Inkworld #2),Jones,Olena,Fiction,5.68,
1857,Beyond the Shadows (Night Angel #3),Thombare,Albertina,Action,4.44,
1890,The Twenty-One Balloons,Ibragmova,Mitzi,Science-Fiction,2.43,
2001,Still Life with Bread Crumbs,Ram,Gaylon,Western,7.19,
1826,The Bonesetter's Daughter,Menezes,Ura,Fantasy,1.14,
1862,Cruel & Unusual (Kay Scarpetta #4),Rooney,Assunta,Drama,1.97,
1960,Dexter in the Dark (Dexter #3),Lim,Haylee,Science-Fiction,3.32,
1796,The Last Straw (Diary of a Wimpy Kid #3),Hernandez,Jamaal,Fantasy,2.43,
1658,The Haunted Mask (Goosebumps #11),Totsuka,Kellan,Thriller,2.96,
1776,The Post-American World,Viarkhusha,Darby,Horror,3.52,
1713,Fables Vol. 6: Homelands,Mejia Tenorio,Estefani,Horror,7.54,
1729,Hark! A Vagrant,Pezzotti,Alivia,Drama,4.68,
1826,A Tale Dark & Grimm (A Tale Dark & Grimm #1),Sher,Sherwood,Thriller,2.85,
1706,After We Fell (After #3),Fareh,Arlin,Fiction,4.91,
1910,The First American: The Life and Times of Benjamin Franklin,Gone,Oran,Horror,5.02,
1917,Stardust,Sunjic,Gustaf,Science-Fiction,1.12,
1963,Nerilka's Story (Pern #8),Kawai,Kenan,Satire,3.05,
1662,Damaged 2 (Damaged #2),Tobe,Evon,Action,3.14,
1799,The Cake Bible,Washington,Laquita,Fiction,2.91,
1838,The Masque of the Red Death,Palmer,Haiden,History,6.12,
1728,The Cake Mix Doctor,Sammel,Ewing,Dystopian,6.72,
1678,Ruthless (Pretty Little Liars #10),Mandlik,Darlyne,History,5.32,
1928,Who Do You Love,Bungaran,Debbie,Non-Fiction,5.31,
1715,Reasonable Doubt: Volume 1 (Reasonable Doubt #1),Mcdonald,Macarthur,Science-Fiction,9.62,
1924,The Stinky Cheese Man and Other Fairly Stupid Tales,Barrett,Jaymes,Suspense,5.41,
1843,The White Dragon (Pern #3),Medvedcova,Lolla,Crime,1.36,
1904,The Lives of Christopher Chant (Chrestomanci #2),Leclere,Shelley,Action,3.19,
1918,Through Black Spruce,Vido,Levern,Comedy,6.42,
1773,The Watchman (Elvis Cole #11; Joe Pike #1),Marker,Arabella,Dystopian,5.41,
1718,Two By Two,Quiroga,Grover,Dystopian,2.78,
1697,A Son of the Circus,Vojinovic,Dustin,Dystopian,5.23,
1777,Rock Hard (Sinners on Tour #2),Rakicka,Michal,Fantasy,5.88,
1978,The Magic Thief (Magic Thief #1),Basu,Ada,Thriller,1.45,
2009,A Princess of Mars (Barsoom #1),Samoilo,Pallie,Science-Fiction,1.00,
1683,Battlefield of the Mind: Winning the Battle in Your Mind,Triay Pons,Erika,Romance,9.31,
1809,Just One Night (Just One Day #2.5),Tonelli,Elba,Romance,3.95,
1703,The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale #1-3; Legend of Drizzt #4-6),Ince,Son,Horror,2.52,
1911,Hafalan Shalat Delisa,Tai,Hung,Western,7.13,
1959,The Proposition (The Proposition #1),Desperrier,Zelia,Western,4.79,
1867,Vector Prime (Star Wars: The New Jedi Order #1),Kremer,Pluma,Dystopian,3.87,
1662,The Skin I'm In,Nefedova,Veronica,Suspense,4.22,
1659,Siddhartha,Schuler,Clyde,Dystopian,7.11,
1694,Robopocalypse (Robopocalypse #1),Sanchez,Taniyah,Western,9.73,
1715,Shadowfever (Fever #5),Ozbarlas,Charla,Crime,4.04,
1707,The Professor,Pesak,Henery,Romance,2.54,
1947,Locke & Key Vol. 2: Head Games,Orselli,Herschel,Satire,7.58,
2005,Library of Souls (Miss Peregrine's Peculiar Children #3),Wichman,Kyan,Horror,6.70,
1662,Can't Wait to Get to Heaven,Liu,Colonel,Science-Fiction,3.31,
1985,Tunnels of Blood (Cirque Du Freak #3),Kaya,Arlie,Action,2.53,
1949,Charlie and the Chocolate Factory (Charlie Bucket #1),Snita,Leanna,Suspense,4.62,
1659,The Subtle Knife (His Dark Materials #2),Sehrawat,Jeanmarie,History,4.11,
1824,The Long Walk: The True Story of a Trek to Freedom,Bhimjiyani,Yajaira,Fantasy,8.35,
1885,Royally Screwed (Royally #1),Fodorean,Jesus,Crime,2.88,
1829,Sherlock Holmes: The Complete Novels and Stories Volume I,Bastos,Annabel,Romance,8.75,
1835,Tess of the D'Urbervilles,Sverdloff,Tarik,Romance,7.78,
1857,A Room with a View,Ogut,Becky,Action,1.08,
1679,Tiger's Curse (The Tiger Saga #1),Limone,Hill,Fiction,3.51,
1772,Suite Française,Ejeson,Deborrah,Mystery,4.73,
1998,Magician's Gambit (The Belgariad #3),Lombardi,Rhys,Western,3.32,
1772,Night Owl (Night Owl #1),Kuti Kis,Sheryl,Satire,7.78,
1763,The Last Anniversary,Borges,Vito,Crime,8.38,
1661,Monster Hunter International (Monster Hunter International #1),Tate,Kathie,Fantasy,2.91,
1736,Nightshade (Nightshade #1; Nightshade World #4),Scott,Joslyn,History,4.46,
1920,The Book of Joe,Ozawa,Emit,Western,6.56,
1895,Rules of Civility,Zoleta,Maryellen,Fiction,4.43,
1694,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,Portas Soy,Heidy,Drama,6.20,
1823,Falling into Place,Patiuk,Evander,Western,7.87,
1828,ESV Study Bible,El Garhi,Millard,Comedy,3.18,
1730,The Natural Way to Draw,Valicekova,Darian,History,7.75,
2001,The Wake (The Sandman #10),Keir,Dania,Non-Fiction,3.46,
1655,No One Here Gets Out Alive,Moura,Dewey,Suspense,4.76,
1934,The Lion's Game (John Corey #2),Nair,Jessye,Non-Fiction,6.20,
1668,Bayou Moon (The Edge #2),Neri,Hardie,Fiction,9.88,
1664,Unfamiliar Fishes,Kostic,Malcom,Suspense,4.72,
1722,Peak (Peak #1),Dieskova,Chet,Romance,6.17,
1836,Vicious (Sinners of Saint #1),Thampensri,Dania,Dystopian,9.07,
1713,The Secret (The Secret #1),Pangestu,Sim,Science-Fiction,4.35,
1993,Imperium: A Novel of Ancient Rome (Cicero #1),Veselinovic,Crawford,Fiction,5.90,
1952,Making Money (Discworld #36; Moist Von Lipwig #2),Lopez Alberca,Jeannette,Suspense,9.70,
1805,The Case for Christ,Brooks,Lindsey,Mystery,9.63,
2013,Twelve Angry Men,Nanti,Edrie,Mystery,5.37,
1935,Just for You (Little Critter),Olsson,Howard,Suspense,7.94,
1914,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,Achlamov,Selmer,Non-Fiction,3.82,
1860,Dreamcatcher,Lu,Anatole,Fantasy,6.13,
1985,Beneath This Man (This Man #2),Pacheco,Zayden,Science-Fiction,8.32,
1886,Lincoln,Zweck,Elden,History,4.26,
1777,The Gray Wolf Throne (Seven Realms #3),Tobar,Jacoby,Action,4.23,
1762,Stolen Prey (Lucas Davenport #22),Umanets,Karyme,Crime,6.42,
1782,Gerald's Game,Floro,Yandel,Science-Fiction,2.63,
1773,Hostile Witness (Witness Series #1),Alexander,Issac,Dystopian,2.09,
1958,The Edible Woman,Ladurner,Emmett,Drama,9.85,
1801,Sadako and the Thousand Paper Cranes,Kjaer Nielsen,Candace,Adventure,4.84,
2023,In the Skin of a Lion,Ponce,Malia,Mystery,2.41,
1971,DC: The New Frontier Volume 1,Narborough,Minoru,Non-Fiction,5.07,
1735,Evening Class,Sinha,Benny,Satire,2.81,
1674,The Lost Saint (The Dark Divine #2),Recio Linares,Orvel,Non-Fiction,5.50,
1979,Open Season (Joe Pickett #1),Lehnert,Destin,Romance,6.57,
1686,Undead and Unappreciated (Undead #3),Torres,Sonja,Horror,3.53,
1838,Nine Rules to Break When Romancing a Rake (Love By Numbers #1),Platz,Alpheus,Drama,1.10,
1775,The Woman in the Dunes,Albanese,Wilburn,Thriller,7.28,
1690,The Complete Stories,Bargil,Verl,Fiction,3.90,
1766,Before the Fall,Colalillo,Deven,History,2.57,
1909,The Zahir,Aureli,Judge,Drama,2.41,
1784,Carpe Jugulum (Discworld #23; Witches #6),Kukharchuk,Clayton,Adventure,1.96,
1973,Breaking Point (Tom Clancy's Net Force #4),Gibson,Isaac,Dystopian,8.22,
2003,Le bleu est une couleur chaude,Gence,Lular,Crime,7.69,
1947,Ransom (Highlands' Lairds #2),Esebua,Tyrik,Western,5.93,
1999,The Escape (John Puller #3),Escobar Martinez,Jessi,Non-Fiction,1.90,
2004,Wolverine: Origin,Van Den Heuvel,Antonia,Comedy,1.59,
1701,The 19th Wife,Balekova,Debera,Western,3.41,
1911,The Black Unicorn (Magic Kingdom of Landover #2),Sun,Meg,Fantasy,4.29,
1873,Mystic River,Sela,Arlis,Romance,7.83,
1956,The Tea Rose (The Tea Rose #1),Mcfadden,Candace,Satire,8.96,
1807,Unbelievable (Pretty Little Liars #4),Kelley,Araminta,Satire,8.90,
2022,The Sum of All Fears (Jack Ryan Universe #7),Rakotohasy,Landyn,Fiction,5.14,
1973,The Cost of Discipleship,Ojeda,Marget,Adventure,1.15,
1973,Since You've Been Gone,Bond,Lucius,Non-Fiction,4.14,
1805,Hot Ticket (Sinners on Tour #3),Nakazima,Kurtis,Crime,8.51,
1864,Spying in High Heels (High Heels #1),Sandova,Gibson,Fantasy,4.77,
1954,A Bite to Remember (Argeneau #5),Arnaout,Budd,Action,4.02,
1708,Gold,Riedl,Tandy,Fiction,6.84,
1876,A Map of the World,Peddi Reddy,Saverio,Science-Fiction,3.96,
1891,The Five Love Languages of Children,Skeen,Gunner,Science-Fiction,2.14,
1969,Something like Normal,Petrick,Cayden,Drama,9.54,
1756,The Next Accident (Quincy & Rainie #3),Tweedie Yates,Sinda,Mystery,6.76,
1993,Darkly Dreaming Dexter (Dexter #1),Chrystman,Tyson,Mystery,2.65,
1685,Heat Rises (Nikki Heat #3),Engel,Linton,Action,5.55,
1934,Children of the Mind (Ender's Saga #4),Ferrazzi,Irma,Mystery,1.90,
1915,The Water-Method Man,Gunji,Adelia,Fantasy,6.53,
2017,The Memoirs of Cleopatra,Lopez Terribile,Makaila,Satire,2.59,
1836,Sword Song (The Saxon Stories #4),Vichnevskaya,Mariela,Mystery,8.81,
1905,Adultery,Razafindramaso,Ethelene,Satire,8.32,
1666,The 39 Steps (Richard Hannay #1),De Perini,Chancy,Western,1.51,
1741,A Confederacy of Dunces,Laevens,Erling,Romance,8.13,
1941,The Blue Sword (Damar #1),Lee,Alfie,Horror,1.37,
1864,All the Birds in the Sky,Al Awaidy,Ferris,Drama,2.49,
2000,First Drop of Crimson (Night Huntress World #1),Bronzi,Roderic,Comedy,7.44,
1948,Lost in Shangri-la: A True Story of Survival Adventure and the Most Incredible Rescue Mission of World War II,Kontratevidi,Vonetta,Crime,2.07,
1799,The Forest of Hands and Teeth (The Forest of Hands and Teeth #1),Cereghetti,Kirstin,Thriller,5.85,
1876,On Dublin Street (On Dublin Street #1),Kim,Buck,Suspense,6.32,
1888,The Electric Kool-Aid Acid Test,Bakken,Francis,Fantasy,8.87,
2007,Mockingjay (The Hunger Games #3),Pushkareva,Gaither,History,8.92,
1904,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Reverte,Cammie,Action,5.88,
1763,Galileo's Daughter: A Historical Memoir of Science Faith and Love,Tweedie Yates,Grant,Crime,2.31,
1764,Cunt: A Declaration of Independence,Pancia,Hakeem,Satire,1.58,
1818,The Lady & Sons Savannah Country Cookbook,Forti,Khari,Science-Fiction,5.14,
